Id,SalePrice
1595,137435.0
1596,262130.0
1597,218573.0
1598,193655.0
1599,149127.0
1600,166558.0
1601,82920.0
1602,123185.0
1603,83244.0
1604,275713.0
1605,232987.0
1606,175379.0
1607,170880.0
1608,217474.0
1609,206326.0
1610,174712.0
1611,142887.0
1612,172561.0
1613,189366.0
1614,120330.0
1615,99532.0
1616,84530.0
1617,96320.0
1618,137701.0
1619,145323.0
1620,179195.0
1621,144967.0
1622,148871.0
1623,292168.0
1624,226103.0
1625,130360.0
1626,164316.0
1627,192013.0
1628,247800.0
1629,177096.0
1630,349276.0
1631,198223.0
1632,234257.0
1633,171204.0
1634,195765.0
1635,191507.0
1636,164829.0
1637,205706.0
1638,182905.0
1639,183018.0
1640,247635.0
1641,173059.0
1642,222484.0
1643,230607.0
1644,223970.0
1645,193770.0
1646,165528.0
1647,154586.0
1648,144141.0
1649,149387.0
1650,121605.0
1651,127266.0
1652,102864.0
1653,103564.0
1654,157622.0
1655,138320.0
1656,148869.0
1657,159096.0
1658,148211.0
1659,129196.0
1660,148377.0
1661,366722.0
1662,328820.0
1663,310318.0
1664,372753.0
1665,286079.0
1666,271663.0
1667,291883.0
1668,302272.0
1669,274495.0
1670,303005.0
1671,274172.0
1672,405063.0
1673,291969.0
1674,237409.0
1675,194815.0
1676,196101.0
1677,239887.0
1678,342945.0
1679,330713.0
1680,325379.0
1681,245109.0
1682,255175.0
1683,186176.0
1684,168565.0
1685,177590.0
1686,177347.0
1687,166957.0
1688,188163.0
1689,191615.0
1690,189368.0
1691,167976.0
1692,238686.0
1693,174182.0
1694,190924.0
1695,161759.0
1696,271506.0
1697,167102.0
1698,328915.0
1699,294458.0
1700,252857.0
1701,259288.0
1702,243546.0
1703,236094.0
1704,277746.0
1705,211891.0
1706,376443.0
1707,228854.0
1708,228770.0
1709,242545.0
1710,221763.0
1711,234420.0
1712,244031.0
1713,291631.0
1714,212334.0
1715,212810.0
1716,216760.0
1717,169696.0
1718,136043.0
1719,207507.0
1720,235946.0
1721,162460.0
1722,125504.0
1723,160265.0
1724,210932.0
1725,235425.0
1726,204928.0
1727,171405.0
1728,173519.0
1729,164000.0
1730,170930.0
1731,127775.0
1732,138471.0
1733,129613.0
1734,132355.0
1735,138813.0
1736,125811.0
1737,296954.0
1738,210819.0
1739,300335.0
1740,243531.0
1741,198999.0
1742,180268.0
1743,181465.0
1744,295943.0
1745,234734.0
1746,235662.0
1747,209350.0
1748,228397.0
1749,162622.0
1750,147236.0
1751,225282.0
1752,125869.0
1753,156817.0
1754,203003.0
1755,168862.0
1756,124186.0
1757,132605.0
1758,157344.0
1759,149955.0
1760,157629.0
1761,150764.0
1762,196940.0
1763,181953.0
1764,118121.0
1765,211014.0
1766,165942.0
1767,200808.0
1768,156143.0
1769,166061.0
1770,146523.0
1771,128836.0
1772,145971.0
1773,151206.0
1774,144436.0
1775,141521.0
1776,128020.0
1777,122466.0
1778,144321.0
1779,125866.0
1780,173574.0
1781,127828.0
1782,100638.0
1783,137464.0
1784,111574.0
1785,131118.0
1786,144423.0
1787,163963.0
1788,63462.0
1789,97583.0
1790,95577.0
1791,148946.0
1792,167638.0
1793,138606.0
1794,141347.0
1795,147270.0
1796,121596.0
1797,126964.0
1798,136552.0
1799,122871.0
1800,132622.0
1801,137120.0
1802,134708.0
1803,139498.0
1804,148808.0
1805,140785.0
1806,113273.0
1807,133609.0
1808,115289.0
1809,114930.0
1810,170065.0
1811,148899.0
1812,108814.0
1813,130747.0
1814,105916.0
1815,50725.0
1816,110503.0
1817,127751.0
1818,142977.0
1819,125383.0
1820,82167.0
1821,127928.0
1822,147817.0
1823,38543.0
1824,136430.0
1825,149683.0
1826,115222.0
1827,118578.0
1828,139599.0
1829,103488.0
1830,130598.0
1831,149076.0
1832,115173.0
1833,151259.0
1834,135080.0
1835,143368.0
1836,129646.0
1837,87721.0
1838,129045.0
1839,106036.0
1840,179949.0
1841,164050.0
1842,93958.0
1843,146187.0
1844,137477.0
1845,160829.0
1846,148405.0
1847,180040.0
1848,68891.0
1849,103581.0
1850,122848.0
1851,156045.0
1852,132943.0
1853,147120.0
1854,158803.0
1855,136358.0
1856,227758.0
1857,208684.0
1858,144463.0
1859,124606.0
1860,155729.0
1861,125017.0
1862,260661.0
1863,228997.0
1864,229214.0
1865,283901.0
1866,298592.0
1867,225485.0
1868,279336.0
1869,219714.0
1870,231483.0
1871,227274.0
1872,173985.0
1873,230031.0
1874,149073.0
1875,194435.0
1876,199297.0
1877,221048.0
1878,212129.0
1879,146220.0
1880,141576.0
1881,243017.0
1882,256717.0
1883,203313.0
1884,217664.0
1885,241720.0
1886,284748.0
1887,211455.0
1888,266887.0
1889,160044.0
1890,134078.0
1891,149779.0
1892,110729.0
1893,133129.0
1894,126803.0
1895,144838.0
1896,130894.0
1897,121087.0
1898,112527.0
1899,143371.0
1900,138469.0
1901,193618.0
1902,144540.0
1903,189519.0
1904,164656.0
1905,176040.0
1906,172718.0
1907,237545.0
1908,123568.0
1909,131721.0
1910,121696.0
1911,212816.0
1912,283016.0
1913,147762.0
1914,55664.0
1915,343543.0
1916,50641.0
1917,244475.0
1918,152344.0
1919,167117.0
1920,180266.0
1921,346081.0
1922,287312.0
1923,206381.0
1924,233403.0
1925,226722.0
1926,339954.0
1927,150030.0
1928,168513.0
1929,124799.0
1930,138239.0
1931,147868.0
1932,156212.0
1933,198615.0
1934,181644.0
1935,188940.0
1936,195342.0
1937,174952.0
1938,186019.0
1939,231430.0
1940,200596.0
1941,167247.0
1942,209347.0
1943,200721.0
1944,318766.0
1945,316016.0
1946,164994.0
1947,325213.0
1948,173720.0
1949,271221.0
1950,165977.0
1951,242005.0
1952,230259.0
1953,168998.0
1954,183183.0
1955,147808.0
1956,259029.0
1957,158443.0
1958,288615.0
1959,139456.0
1960,119589.0
1961,125665.0
1962,106156.0
1963,108457.0
1964,122643.0
1965,148407.0
1966,133539.0
1967,275824.0
1968,411988.0
1969,320105.0
1970,348465.0
1971,344398.0
1972,314324.0
1973,241785.0
1974,287035.0
1975,419186.0
1976,270347.0
1977,283549.0
1978,334758.0
1979,308530.0
1980,195774.0
1981,294329.0
1982,241020.0
1983,221626.0
1984,168177.0
1985,223196.0
1986,226624.0
1987,187545.0
1988,178138.0
1989,195725.0
1990,225181.0
1991,250632.0
1992,219436.0
1993,172095.0
1994,254667.0
1995,178766.0
1996,250293.0
1997,319804.0
1998,300247.0
1999,280473.0
2000,287643.0
2001,247859.0
2002,238241.0
2003,255290.0
2004,239184.0
2005,212139.0
2006,237176.0
2007,246256.0
2008,224761.0
2009,204705.0
2010,190744.0
2011,140647.0
2012,181995.0
2013,188253.0
2014,195213.0
2015,205440.0
2016,213402.0
2017,200329.0
2018,119731.0
2019,147334.0
2020,117749.0
2021,121954.0
2022,167131.0
2023,149085.0
2024,256347.0
2025,305159.0
2026,175043.0
2027,146846.0
2028,153353.0
2029,176267.0
2030,279637.0
2031,199483.0
2032,232615.0
2033,256144.0
2034,159848.0
2035,210775.0
2036,183519.0
2037,187971.0
2038,281957.0
2039,203353.0
2040,278150.0
2041,275723.0
2042,211916.0
2043,170073.0
2044,176047.0
2045,191981.0
2046,137326.0
2047,161914.0
2048,148514.0
2049,136334.0
2050,190481.0
2051,113793.0
2052,141082.0
2053,152778.0
2054,94167.0
2055,193715.0
2056,138400.0
2057,137534.0
2058,262856.0
2059,153409.0
2060,171100.0
2061,169045.0
2062,146648.0
2063,123406.0
2064,147617.0
2065,120064.0
2066,161100.0
2067,133844.0
2068,143803.0
2069,85227.0
2070,117127.0
2071,109251.0
2072,137015.0
2073,137026.0
2074,170311.0
2075,153745.0
2076,132879.0
2077,153882.0
2078,140009.0
2079,123662.0
2080,114694.0
2081,126933.0
2082,131382.0
2083,153383.0
2084,118886.0
2085,140723.0
2086,128725.0
2087,127709.0
2088,112590.0
2089,94025.0
2090,133155.0
2091,137770.0
2092,137471.0
2093,152441.0
2094,91593.0
2095,150631.0
2096,86924.0
2097,103595.0
2098,153709.0
2099,47768.0
2100,108486.0
2101,136151.0
2102,123815.0
2103,123211.0
2104,135998.0
2105,138257.0
2106,71539.0
2107,207160.0
2108,123368.0
2109,120073.0
2110,135072.0
2111,136771.0
2112,145374.0
2113,123463.0
2114,114282.0
2115,173764.0
2116,115375.0
2117,157642.0
2118,127560.0
2119,108636.0
2120,105042.0
2121,120427.0
2122,120791.0
2123,90968.0
2124,164659.0
2125,116114.0
2126,146954.0
2127,156991.0
2128,120902.0
2129,99355.0
2130,156131.0
2131,139900.0
2132,115482.0
2133,126266.0
2134,125567.0
2135,102873.0
2136,70817.0
2137,132727.0
2138,140884.0
2139,160311.0
2140,147445.0
2141,140190.0
2142,144150.0
2143,152592.0
2144,121149.0
2145,153669.0
2146,144124.0
2147,140662.0
2148,132204.0
2149,151227.0
2150,208369.0
2151,104009.0
2152,175544.0
2153,167363.0
2154,122935.0
2155,136135.0
2156,280190.0
2157,246293.0
2158,251873.0
2159,225714.0
2160,168202.0
2161,235911.0
2162,334862.0
2163,299047.0
2164,216035.0
2165,171420.0
2166,156369.0
2167,198485.0
2168,223773.0
2169,197562.0
2170,225003.0
2171,156634.0
2172,143836.0
2173,148244.0
2174,241546.0
2175,276068.0
2176,295045.0
2177,259617.0
2178,209911.0
2179,142166.0
2180,211431.0
2181,195378.0
2182,230906.0
2183,202996.0
2184,137183.0
2185,138730.0
2186,144877.0
2187,150566.0
2188,149510.0
2189,204389.0
2190,79124.0
2191,87040.0
2192,104929.0
2193,110924.0
2194,113818.0
2195,119490.0
2196,101239.0
2197,116966.0
2198,145198.0
2199,168825.0
2200,153251.0
2201,134602.0
2202,183100.0
2203,154051.0
2204,213720.0
2205,137160.0
2206,153240.0
2207,183421.0
2208,235566.0
2209,244163.0
2210,137267.0
2211,124786.0
2212,124696.0
2213,116450.0
2214,174112.0
2215,118978.0
2216,145958.0
2217,42335.0
2218,83026.0
2219,82989.0
2220,90819.0
2221,347017.0
2222,305675.0
2223,292472.0
2224,219036.0
2225,140116.0
2226,191225.0
2227,216738.0
2228,262532.0
2229,241104.0
2230,169976.0
2231,206892.0
2232,179696.0
2233,190060.0
2234,241678.0
2235,269949.0
2236,262234.0
2237,295032.0
2238,201093.0
2239,110534.0
2240,163935.0
2241,158351.0
2242,132541.0
2243,138912.0
2244,107660.0
2245,104386.0
2246,155345.0
2247,107195.0
2248,133450.0
2249,135231.0
2250,153165.0
2251,134487.0
2252,175631.0
2253,152267.0
2254,175176.0
2255,195004.0
2256,191049.0
2257,224480.0
2258,166696.0
2259,176800.0
2260,153450.0
2261,190480.0
2262,203119.0
2263,310141.0
2264,366866.0
2265,183567.0
2266,289649.0
2267,347908.0
2268,313355.0
2269,165175.0
2270,187668.0
2271,225854.0
2272,201880.0
2273,171717.0
2274,175727.0
2275,151811.0
2276,182723.0
2277,176780.0
2278,148405.0
2279,134677.0
2280,120077.0
2281,193829.0
2282,203890.0
2283,110685.0
2284,114625.0
2285,139098.0
2286,132436.0
2287,302516.0
2288,254404.0
2289,353344.0
2290,381385.0
2291,309667.0
2292,326935.0
2293,381132.0
2294,363000.0
2295,350592.0
2296,263759.0
2297,266543.0
2298,270306.0
2299,343707.0
2300,293614.0
2301,260319.0
2302,244345.0
2303,239158.0
2304,233458.0
2305,188725.0
2306,189150.0
2307,198670.0
2308,215979.0
2309,278453.0
2310,225998.0
2311,190849.0
2312,170710.0
2313,175425.0
2314,178281.0
2315,180767.0
2316,192286.0
2317,186103.0
2318,181001.0
2319,183735.0
2320,207526.0
2321,249674.0
2322,181241.0
2323,164732.0
2324,164483.0
2325,214880.0
2326,172769.0
2327,227055.0
2328,232293.0
2329,186561.0
2330,171617.0
2331,300489.0
2332,346702.0
2333,310364.0
2334,262618.0
2335,260188.0
2336,287153.0
2337,228204.0
2338,268788.0
2339,230431.0
2340,323944.0
2341,213718.0
2342,225171.0
2343,220697.0
2344,242939.0
2345,236872.0
2346,222192.0
2347,209136.0
2348,236835.0
2349,192867.0
2350,263041.0
2351,274971.0
2352,238248.0
2353,280832.0
2354,130095.0
2355,131514.0
2356,166143.0
2357,206323.0
2358,199659.0
2359,133409.0
2360,126376.0
2361,147435.0
2362,287861.0
2363,146776.0
2364,137248.0
2365,219020.0
2366,176814.0
2367,215107.0
2368,212831.0
2369,222555.0
2370,173249.0
2371,173850.0
2372,193340.0
2373,275578.0
2374,282311.0
2375,237383.0
2376,289943.0
2377,342715.0
2378,138501.0
2379,189980.0
2380,145165.0
2381,155807.0
2382,190754.0
2383,193996.0
2384,252361.0
2385,156017.0
2386,141670.0
2387,145599.0
2388,92749.0
2389,125345.0
2390,141966.0
2391,146985.0
2392,127283.0
2393,160470.0
2394,146692.0
2395,209667.0
2396,152486.0
2397,183774.0
2398,130267.0
2399,59886.0
2400,63516.0
2401,117301.0
2402,154139.0
2403,142299.0
2404,144356.0
2405,167127.0
2406,152351.0
2407,136910.0
2408,145564.0
2409,138442.0
2410,155213.0
2411,132562.0
2412,164299.0
2413,146328.0
2414,143574.0
2415,127084.0
2416,131273.0
2417,134503.0
2418,138865.0
2419,137074.0
2420,128589.0
2421,152692.0
2422,118715.0
2423,119934.0
2424,154386.0
2425,220435.0
2426,125684.0
2427,154405.0
2428,152590.0
2429,124000.0
2430,140657.0
2431,116106.0
2432,148791.0
2433,154386.0
2434,139704.0
2435,159540.0
2436,114001.0
2437,123828.0
2438,125128.0
2439,114952.0
2440,123072.0
2441,97273.0
2442,98370.0
2443,118380.0
2444,129173.0
2445,85889.0
2446,127703.0
2447,183684.0
2448,140240.0
2449,110703.0
2450,152908.0
2451,132847.0
2452,206870.0
2453,102313.0
2454,112730.0
2455,97440.0
2456,134556.0
2457,126232.0
2458,125110.0
2459,123015.0
2460,134411.0
2461,128625.0
2462,146073.0
2463,133203.0
2464,170109.0
2465,132153.0
2466,115628.0
2467,133491.0
2468,72790.0
2469,82709.0
2470,194684.0
2471,221822.0
2472,172535.0
2473,116337.0
2474,98703.0
2475,205841.0
2476,130226.0
2477,135546.0
2478,167667.0
2479,113455.0
2480,139084.0
2481,133520.0
2482,134032.0
2483,125659.0
2484,132151.0
2485,136557.0
2486,159145.0
2487,195808.0
2488,141128.0
2489,148881.0
2490,162629.0
2491,89438.0
2492,183792.0
2493,136916.0
2494,150150.0
2495,76197.0
2496,280233.0
2497,146149.0
2498,115676.0
2499,95723.0
2500,152125.0
2501,132104.0
2502,158585.0
2503,85206.0
2504,160557.0
2505,237405.0
2506,253967.0
2507,278452.0
2508,249258.0
2509,219528.0
2510,225879.0
2511,187995.0
2512,231611.0
2513,206720.0
2514,213360.0
2515,161165.0
2516,165452.0
2517,151752.0
2518,154634.0
2519,227299.0
2520,201685.0
2521,192551.0
2522,219904.0
2523,129895.0
2524,138931.0
2525,153759.0
2526,142721.0
2527,116258.0
2528,136997.0
2529,133129.0
2530,126653.0
2531,272673.0
2532,232844.0
2533,205574.0
2534,231518.0
2535,293420.0
2536,239499.0
2537,225529.0
2538,186048.0
2539,180266.0
2540,191759.0
2541,184014.0
2542,177203.0
2543,127028.0
2544,139971.0
2545,139162.0
2546,141955.0
2547,140778.0
2548,153453.0
2549,168405.0
2550,204496.0
2551,146011.0
2552,129149.0
2553,81916.0
2554,101670.0
2555,120535.0
2556,114654.0
2557,112306.0
2558,149476.0
2559,149439.0
2560,143005.0
2561,130068.0
2562,145921.0
2563,172325.0
2564,193455.0
2565,134042.0
2566,165196.0
2567,145028.0
2568,180635.0
2569,202651.0
2570,133629.0
2571,214093.0
2572,137107.0
2573,193643.0
2574,256055.0
2575,134604.0
2576,140179.0
2577,182664.0
2578,91032.0
2579,84140.0
2580,145648.0
2581,140466.0
2582,133291.0
2583,290443.0
2584,154321.0
2585,205044.0
2586,209329.0
2587,184279.0
2588,140176.0
2589,146185.0
2590,233990.0
2591,206219.0
2592,232536.0
2593,257417.0
2594,186224.0
2595,203697.0
2596,286645.0
2597,212275.0
2598,294740.0
2599,277227.0
2600,167047.0
2601,141248.0
2602,91572.0
2603,98363.0
2604,97457.0
2605,87496.0
2606,149106.0
2607,185534.0
2608,195819.0
2609,182350.0
2610,111308.0
2611,123658.0
2612,154362.0
2613,143684.0
2614,147003.0
2615,151706.0
2616,149403.0
2617,181618.0
2618,187308.0
2619,170859.0
2620,188976.0
2621,177490.0
2622,183950.0
2623,242641.0
2624,279605.0
2625,284855.0
2626,174289.0
2627,184600.0
2628,326767.0
2629,384823.0
2630,320805.0
2631,349720.0
2632,349226.0
2633,318981.0
2634,320757.0
2635,158556.0
2636,181749.0
2637,167808.0
2638,256769.0
2639,188719.0
2640,160190.0
2641,104630.0
2642,232071.0
2643,107686.0
2644,128525.0
2645,114928.0
2646,104716.0
2647,109179.0
2648,142065.0
2649,145179.0
2650,126245.0
2651,138969.0
2652,334694.0
2653,230950.0
2654,267121.0
2655,292333.0
2656,284219.0
2657,317547.0
2658,276980.0
2659,296040.0
2660,323560.0
2661,284913.0
2662,273527.0
2663,265040.0
2664,275969.0
2665,291008.0
2666,276693.0
2667,166157.0
2668,175641.0
2669,182575.0
2670,265017.0
2671,184643.0
2672,193836.0
2673,225951.0
2674,228705.0
2675,170735.0
2676,187415.0
2677,193960.0
2678,282375.0
2679,259282.0
2680,270554.0
2681,361981.0
2682,295120.0
2683,420907.0
2684,272433.0
2685,305815.0
2686,259589.0
2687,323923.0
2688,215144.0
2689,202583.0
2690,354121.0
2691,206675.0
2692,127996.0
2693,203640.0
2694,118799.0
2695,195187.0
2696,184114.0
2697,198280.0
2698,198490.0
2699,191367.0
2700,173306.0
2701,152633.0
2702,117614.0
2703,124436.0
2704,146033.0
2705,132592.0
2706,126208.0
2707,131676.0
2708,141666.0
2709,114646.0
2710,133948.0
2711,286494.0
2712,348532.0
2713,163803.0
2714,148061.0
2715,176829.0
2716,140421.0
2717,178855.0
2718,210504.0
2719,158380.0
2720,162189.0
2721,146855.0
2722,187842.0
2723,140642.0
2724,134060.0
2725,143036.0
2726,160268.0
2727,168385.0
2728,163085.0
2729,159916.0
2730,153023.0
2731,126532.0
2732,122190.0
2733,161098.0
2734,150004.0
2735,146348.0
2736,152911.0
2737,133307.0
2738,132491.0
2739,160626.0
2740,141430.0
2741,157018.0
2742,154216.0
2743,155850.0
2744,161700.0
2745,143697.0
2746,150263.0
2747,162892.0
2748,123810.0
2749,136795.0
2750,141630.0
2751,146958.0
2752,235637.0
2753,169672.0
2754,226450.0
2755,128443.0
2756,105396.0
2757,53642.0
2758,100284.0
2759,163566.0
2760,138713.0
2761,154084.0
2762,152949.0
2763,171794.0
2764,156000.0
2765,257870.0
2766,158093.0
2767,91951.0
2768,139987.0
2769,147675.0
2770,138084.0
2771,119781.0
2772,122909.0
2773,172747.0
2774,147957.0
2775,133573.0
2776,140381.0
2777,136784.0
2778,102492.0
2779,181985.0
2780,104883.0
2781,102734.0
2782,112679.0
2783,130885.0
2784,127314.0
2785,144389.0
2786,83973.0
2787,118230.0
2788,83060.0
2789,147833.0
2790,96284.0
2791,123141.0
2792,64885.0
2793,194312.0
2794,108412.0
2795,124911.0
2796,112101.0
2797,205818.0
2798,118250.0
2799,132908.0
2800,67934.0
2801,113621.0
2802,146226.0
2803,170006.0
2804,159272.0
2805,100430.0
2806,88851.0
2807,152074.0
2808,155319.0
2809,141888.0
2810,148957.0
2811,158386.0
2812,150980.0
2813,160834.0
2814,185463.0
2815,100320.0
2816,256189.0
2817,143705.0
2818,137970.0
2819,174462.0
2820,138892.0
2821,112838.0
2822,202047.0
2823,272416.0
2824,161506.0
2825,157065.0
2826,143297.0
2827,137514.0
2828,245239.0
2829,209361.0
2830,224191.0
2831,188043.0
2832,255247.0
2833,282322.0
2834,220659.0
2835,222028.0
2836,192508.0
2837,154333.0
2838,155236.0
2839,177314.0
2840,191334.0
2841,202158.0
2842,236050.0
2843,158796.0
2844,152041.0
2845,130644.0
2846,220901.0
2847,197000.0
2848,210076.0
2849,217495.0
2850,258867.0
2851,231276.0
2852,241534.0
2853,243509.0
2854,141127.0
2855,209145.0
2856,207634.0
2857,192041.0
2858,194089.0
2859,133845.0
2860,133607.0
2861,147978.0
2862,198764.0
2863,130858.0
2864,256438.0
2865,145366.0
2866,136072.0
2867,114582.0
2868,105709.0
2869,119503.0
2870,140714.0
2871,122973.0
2872,63441.0
2873,103790.0
2874,134792.0
2875,113796.0
2876,177675.0
2877,146053.0
2878,162711.0
2879,147985.0
2880,109818.0
2881,168737.0
2882,187994.0
2883,215291.0
2884,180023.0
2885,186860.0
2886,225700.0
2887,92402.0
2888,133305.0
2889,50836.0
2890,104620.0
2891,131804.0
2892,29553.0
2893,73986.0
2894,66652.0
2895,346615.0
2896,313068.0
2897,205532.0
2898,143545.0
2899,221425.0
2900,160013.0
2901,230768.0
2902,201121.0
2903,295329.0
2904,304999.0
2905,106295.0
2906,203472.0
2907,120165.0
2908,143782.0
2909,150591.0
2910,87293.0
2911,89919.0
2912,155186.0
2913,92195.0
2914,85621.0
2915,91542.0
2916,85879.0
2917,169194.0
2918,126695.0
2919,236168.0
